Preis,Wohnfläche,Zimmer,Bezirk,Ausstattungsgrad_gruppe,Beschreibung,Adresse,Preis pro qm in euro,Preis_pro_qm_angepasst,Fairness_Label
800.0,86.0,3.0,Neukölln,1,"TAUSCHWOHNUNG 3-Zimmerwhg. MIT GARTEN Idee mit Hund! Suche in Nk o. Xberg

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 31948)Ich biete eine 3-Zimmerwohnung im Süden des Tempelhofer Felds mit nur durch unsere Wohnung nutzbarem Garten, hochwertigem Parkettboden und heller Einbauküche gegen eine 3,5- oder mehr Zimmerwohnung in Kreuzberg oder Neukölln.  Hundehaltung ist in unserer Wohnung erlaubt. Wir haben keinen Hund mehr. Verkehrsanbindung super, Bus fährt vor der Tür. Supermarkt direkt gegenüber. Die Wohnung ist barrierearm und mit Rollstuhl nutzbar. Allein die Badewanne müsste umgebaut werden in eine begehbare Dusche. Das große Wohnzimmer ist durch eine Tür mit der Küche verbunden. Vom Flur gehen neben Bad mit Wanne, Küche und Wohnzimmer, das Kinderzimmer und das große Schlafzimmer ab. Es gibt einen trockenen Keller, in dem man gut Sachen lagern kann.","Neukölln,Berlin(12051)",9.30232558139535,9.30232558139535,Günstig
1884.0,72.0,2.0,Mitte,0,"Wohnungsswap - Alte Jakobstraße

72sqm Apartment in the heart of Berlin (Mitte) with two balconies- Prime Location: Just a 5-minute walk to Spittelmarkt subway station, with convenient bus options nearby.- Fully Equipped Kitchen: Ideal for home cooking, featuring an oven, slow cooker, air fryer, Dutch oven, dishwasher, and a spacious fridge with a large freezer.- Cozy Bedroom: Overlooks a quiet courtyard and includes a private balcony that bathes in morning sunlight.- The second balcony offers fresh air and extra space, while a dedicated work desk makes remote work seamless.- Dual Workspace: Two desks available-one in the bedroom and another in the living room-perfect for working or studying from home.- Modern Bathroom: Features both a bathtub and shower.- Cozy Floor Heating: Stay warm and comfortable throughout the apartment.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Mitte,Berlin(10179)",26.166666666666668,29.074074074074076,Zu teuer
732.0,89.3,2.0,Spandau,0,"2-Zimmer | Balkon | Badewanne | Abstellraum

Die angebotene 3-Zimmerwohnung befindet sich ruhig gelegen im 1.Obergeschoss in einem gepflegten Gebäude aus dem Jahre 1930, im schönen Spandau.","Wilhelmstraße 163,Wilhelmstadt,Berlin(13595)",8.197088465845464,9.107876073161627,Günstig
389.0,57.0,2.0,Reinickendorf,0,"Wohnungsswap - Brienzer Straße

Helle Altbauwohnung in Reinickendorf (Grenze zum Wedding) in zentraler Lage mit super Anbindung.Die Wohnung ist 57qm groß, verfügt über die typisch hohen Decken und Stuck in den beiden Zimmern. Dazu gibt es einen kleinen Balkon mit Blick auf den Schäfersee. Da die Strasse keine Durchfahrtsstrasse ist, ist es hier verkehrsberuhigt. Eine Küche ist vorhanden.Die nächste Ubahn (U8 - Franz-Neumann-Platz) ist in 5 Gehminuten zu erreichen. Es befinden sich einige Lebensmittelläden in unmittelbarer Nähe, sowie mE ein sehr guter Zahnarzt und Internist, Blumenläden, Rossmann etc. Quasi vor der Haustür fährt ein Bus Richtung Tegel bzw Osloer Strasse. Ebenfalls direkt vor Ort ist ein neue Späti, 2 Gehminuten entfernt.Bei weiteren Fragen, gerne PM :)WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Reinickendorf,Berlin(13407)",6.824561403508772,7.582846003898636,Günstig
480.0,35.0,1.0,Pankow,0,"TAUSCHWOHNUNG Gut geschnittene Einzimmerwohnung am Antonplatz

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 212682)Ich biete eine gemütliche, modernisierte Einzimmerwohnung im Herzen Weißensees an. Sie ist gut geschnitten, sodass ein Tisch in die Küche passt und das Zimmer Platz für Bett und Couch bietet. Das Bad ist modern, mit großer ebenerdige Dusche und eigener Gastherme.Interesse an einem Tausch? Luiseschuler@aol.com","Weißensee,Berlin(13088)",13.714285714285714,15.238095238095237,Fair
407.0,67.0,2.0,Neukölln,1,"TAUSCHWOHNUNG NK 2-Zimmer Balkon gg. 3-Zimmer

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 8589)Wir bieten hier unsere schöne 2-Zimmer Wohnung zwischen Weserstraße und Landwehrkanal zum Tausch an.Die Wohnung hat zwei ca. gleich groß geschnittene und sehr geräumige Zimmer, die als WG- oder auch als Wohn- und Schlafzimmer genutzt werden können. Das Zimmer zur Straße verfügt über einen Balkon. Die Küche bietet Platz für einen Tisch sowie weiteren Stauraum in einer Kammer. Das kleine Bad verfügt über ein Fenster und eine Badewanne. Der Flur enthält eine praktische Nische, die für weiteren Stauraum zB. für Fahrräder sorgt.Ein Edeka ist zwei Hauseingänge entfernt. Bio Company, Netto und Neukölln Arcaden sind ca. 5 Gehminuten entfernt. Die M41 fährt direkt in der Nähe und zur U7 Station Rathaus Neukölln sind es ca. 5 Minuten. Bars, Restaurants, der schöne Landwehrkanal, aber auch Tempelhofer Feld und Hasenheide sind in kürzester Zeit zu erreichen.Wir suchen eine Tauschwohnung mit 3 - 4 Zimmern in familienfreundlicher Umgebung - am liebsten im Bereich ab Fuldastraße bis Bergmann-Kiez. Ein heller Wohnbereich sowie ein Balkon oder ein Garten wären ein Muss.","Neukölln,Berlin(12045)",6.074626865671642,6.074626865671642,Scam-Verdacht
650.0,59.0,2.0,Neukölln,0,"TAUSCHWOHNUNG Wunderschöne Altbau Wohnung am Körnerpark

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 72998)Wunderschöne Altbau Wohnung in NeuköllnDie Wohnung befindet sich direkt an dem beliebten Körnerpark im Herzen Neuköllns.Da wir mittlerweile zu dritt sind, reichen uns 2 Zimmer nicht mehr. Daher benötigen wir dringend 3 oder am besten 4+ Zimmer.Wir suchen eine (ab) 3 Zimmer Wohnung in Neukölln, Kreuzberg, Schöneberg, Tempelhof","Neukölln,Berlin(12055)",11.016949152542374,12.24105461393597,Fair
1897.0,60.0,2.0,Neukölln,0,"Moderne und komplett möblierte 2-Zimmer-Wohnung in Neukölln

Entdecken Sie diese elegante, renovierte Wohnung im lebhaften Bezirk Neukölln in Berlin. Auf 60 m² vereint sie Stil und Funktionalität – ideal für diejenigen, die einen vorübergehenden, aber dennoch anspruchsvollen und gemütlichen Wohnraum suchen.Die Wohnung umfasst einen einladenden Eingangsbereich, ein geräumiges Schlafzimmer, ein gemütliches Wohnzimmer, eine voll ausgestattete Küche und ein modernes Badezimmer. Das Schlafzimmer ist mit einem großen Bett, einem geräumigen Kleiderschrank und Vorhängen gut ausgestattet. Außerdem verfügt es über einen gemütlichen Sessel und einen großen Spiegel.Angrenzend an das Schlafzimmer bietet das Wohnzimmer einen 4K-Fernseher, ein großes wandelbares Sofa, reichlich Regale und einen Arbeitstisch zum studieren oder für das Home-Office. Große Fenster durchfluten den Raum mit natürlichem Licht und unterstreichen so die minimalistische Ästhetik.Die Küche verfügt über moderne Geräte und einen Essbereich, ideal für kulinarische Abenteuer, während das elegante Badezimmer mit seiner modernen Dusche und einem Fenster ein erfrischendes Erlebnis bietet. Der Eingangsbereich ist einladend und bietet Platz für das ein oder andere Dekoobjekt.Mit einer hellbeigen Farbgebung und Holzakzenten sowie stilvollen Holzböden schafft das Apartment eine warme, einladende Atmosphäre, die das minimalistische Design ergänzt. Im lebendigen Bezirk Neukölln gelegen, ist dieses Apartment nicht nur ein Wohnort – es ist ein ruhiger, eleganter Rückzugsort, geeignet für Arbeit, Studium oder Freizeit.Eine Anmeldung ist möglich.","Framstraße 5,Neukölln,Berlin(12047)",31.616666666666667,35.129629629629626,Zu teuer
309.0,55.0,2.0,Friedrichshain-Kreuzberg,0,"Wohnungsswap - Krautstraße

Ich biete eine helle 2 Zimmerwohnung mit Abstellkammer an. Die Wohnung ist super hell und lichtdurchflutet.Die Wohnung ist super Zentral und nur 10 min. zu Fuß zum Alex. Außerdem befindet sich in der Nähe die U5 als auch S-Bahn Ostbahnhof. Die Busse 140,142,147,300,347 und die 240 fahren auch vom Ostbahnhof aus.Auch in unmittelbarer Nähe befindet sich eine Grundschule, Oberschule, Kita etc. als auch Edeka, Rossmann, Lidl. Neben dem Edeka befindet sich ein Blumenladen und ein Nagelstudio als auch gegenüber dem Edeka ist ein Ärztehaus, wo sich Hausärzte und Gynäkologie befindet.Obwohl die Wohnung sehr zentral gelegen ist, liegt es in einer ruhigen Gegend mit sehr netten Nachbarn.Aus meiner geliebten Wohnung muss ich schnellstmöglich umziehen, da ich zwei Kinder habe und es zu eng wird.Ich würde gerne gegen eine 4-5 Zimmerwohnung tauschen wollen.Falls Interesse besteht, würde ich mich über ernsthafte Anfragen freuen.Nur mit den landeseigenen Hausverwaltungen tauschbar.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Friedrichshain,Berlin(10243)",5.618181818181818,6.242424242424242,Scam-Verdacht
790.0,96.0,3.0,Pankow,1,"TAUSCHWOHNUNG 3 Zimmer Altbau mit Balkon und Holzdielen im P`Berg

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 93013)BIETE:Altbauwohnung im P`Berg (Arnimkiez)> 96qm, 3 Zimmer, Balkon> 1000€ warm!!!> Stuck und Dielen in allen Zimmern> 1. OG, ruhige Nachbarschaft> Tram dirket vor der Tür> S/U Bornholmer + Schönhauser nur 500m entfernt> 2015 saniert","Prenzlauer Berg,Berlin(10439)",8.229166666666666,8.229166666666666,Günstig
400.0,33.0,2.0,Charlottenburg-Wilmersdorf,0,"Wohnungsswap - Heerstraße

Hallo zusammen,ich biete meine schöne 1,5-Zimmer-Wohnung (ca. 33 m²) in Berlin-Westend zum Wohnungstausch an. Die Wohnung besticht durch hohe Decken und ein großes Fenster in der Wohnküche. Der Boden ist mit Parkett ausgestattet und eine praktische Einbauküche ist bereits vorhanden.Das Bad und die Dusche sind getrennt. Die Wohnung wird über eine Nachtspeicherheizung beheizt. Ein Keller gehört ebenfalls dazu und die Hausgemeinschaft ist sehr nett und hilfsbereit.Die Wohnung liegt an der Heerstraße, ist jedoch nach hinten ausgerichtet und daher sehr leise. Zu Fuß sind es ca. 5 Minuten zum S-Bahnhof Heerstraße und ca. 10 Minuten zum U-Bahnhof Theodor-Heuss-Platz.Ich suche eine größere Wohnung in Berlin. Wenn du Interesse hast, freue ich mich über deine Nachricht!WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Westend,Berlin(14052)",12.121212121212121,13.468013468013467,Günstig
3775.0,151.0,3.0,Friedrichshain-Kreuzberg,1,"Erstbezug in Dachgeschossneubau - Leben in bester Kreuzberger Lage

Die hier zur Vermietung angebotene Wohnung befindet sich im denkmalgeschützten Bauensemble des Architekten Wilhelm Riehmer in der Hagelberger Straße in Berlin Kreuzberg. Zentral und dennoch ruhig gelegen, vereint das Gebäude aus dem Jahr 1864 Neubaukomfort mit dem besonderen Charme des Altbaus. Bis 2023 hat das renommierte Architekturbüro GBP, auch bekannt durch das Design des Soho House Berlin, das Haus umfassend modernisiert und um eine zusätzliche Dachetage erweitert. Die Wohnanlage besteht aus Vorderhaus, Seitenflügel und Hinterhaus und beherbergt insgesamt 22 Wohneinheiten, davon drei neu erstellte Dachgeschosswohnungen. Besonders hervorzuheben sind die hellen Räume, die durch bodentiefe Fenster, Balkone und Dachterrassen zum liebevoll gestalteten und begrünten Innenhof geöffnet sind. Der Innenhof bietet zudem Fahrradstellplätze in einer gärtnerisch angelegten Umgebung. Die hier zur Vermietung angebotene Wohnung befindet sich im Dachgeschoss des Hinterhauses + Seitenflügel und bietet großzügige ca. 151 Quadratmeter mit drei Zimmern: einen Wohnbereich mit offener Einbauküche, zwei separate Schlafzimmer sowie ein Dusch- und ein Wannenbad. Zur Wohnung gehört außerdem eine Loggia und eine Dachterrasse. Zudem bietet der Aufzug einen bequemen Zugang zur Wohnung. Die Ausstattung ist erstklassig: ein hochwertiger Eichenparkettboden mit Fußbodenheizung, eine moderne Nolte-Küche mit Elektrogeräten von Siemens und eine Sanitärausstattung von Hans Grohe. Das effiziente Heizsystem kombiniert eine Wärmepumpe mit Gas, wodurch eine ökologische Beheizung gewährleistet ist. All diesen modernen Wohnkomfort genießen Sie auf einem 160 Jahre alten Gebäude mit den charakteristischen Altbaudetails wie hohen Decken und Stuck. Ein wahres Juwel in Kreuzberg!Ausstattung:.     Erstbezug nach Dachgeschoss Aus- und Neubau.Historische Bausubstanz wurde denkmalschutzgerechterhalten und instandgesetzt.Hochwertiger Eichenparkettboden mit Trittschalldäm-mung in allen Zimmern und Fluren.Fußbodenheizung mit Wärmepumpe und Gasheizungzur Unterstützung.Einbauküche von Nolte mit elektrischem Kochfeld,Backofen, Mikrowelle und Dunstabzug (Umluftbetrieb)von Siemens.Edelstahlspüle mit Grohe-Armatur, Kühlschrank mitGefrierbereich sowie Geschirrspüler von Siemens.Badezimmer mit hochwertiger Sanitärausstattung vonGrohe und Geberit, bestehend aus Badewanne mitDuscharmatur und Glas-Duschabtrennung, WC, Hand-waschbecken und Badheizkörper.Weiteres Badezimmer Dusche, WC,  Hand-waschbecken und Badheizkörper.Klimaanlagen in den beiden Schlafzimmern.Sonnenschutz- und Raffstoreanlagen.Hohe Decken und mit z. T. Glas-Oberlicht+Dachausstieg.Wohnungstür mit Einbruch-, Brand- und Schallschutz,Türspion.Dreifachverglaste Fenster.Gespachtelte und gedämmte Wände mit diffu-sionsoffenem Anstrich.Gegensprechanlage.Loggia mit Steckdosen und Beleuchtung.Dachterrasse mit Steckdosen, Beleuchtung undAußenzapfstelle.Bodentiefe Fenster im Bereich der Loggia.Aufzug innenliegend.Historisches Treppenhaus.Liebevoll begrünte Außenanlage.Kellerraum optional.Fahrradabstellplätze im Innenhof","Hagelberger Straße 5,Kreuzberg,Berlin(10965)",25.0,25.0,Fair
417.0,44.0,2.0,Pankow,0,"TAUSCHWOHNUNG Charmante, helle Altbauwohnung in ruhiger Seitenstraße

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 314820)Unsere gemütliche und helle Eckwohnung liegt in einer ruhigen Seitenstraße, die im Frühling von blühenden Kirschbäumen in ein wunderschönes Rosa getaucht wird. Kaum befahren, bietet die Straße eine entspannte Atmosphäre und grenzt direkt an die Karl-Legien-Stadt mit ihren beeindruckenden Bauhauswohnungen.Die Wohnung hat einen durchdachten Grundriss: Ein kleiner Flur verbindet alle Räume, darunter eine separate Küche mit einer modernen Einbauküche und großzügiger Arbeitsfläche, ein Badezimmer mit Badewanne und hochwertigen Grohe-Armaturen sowie zwei geräumige Zimmer mit wunderschönem, alten Holzboden, die als Wohn- und Schlafzimmer genutzt werden. Dank der Ecklage gibt es Fenster an drei Seiten, wodurch die Wohnung besonders hell und offen wirkt.Von einer Seite blickt man auf die ruhige Kirschbaumstraße, von der anderen auf einen großen Innenhof mit alten Bäumen. Die Nachbarschaft ist angenehm und besteht aus freundlichen, hilfsbereiten Menschen - eine Mischung aus Familien und Senioren.Die Umgebung bietet eine hervorragende Infrastruktur: Ein kleiner Späti, ein Café sowie Supermärkte wie Rewe, Netto, Lidl, Aldi, Hoffmann und DM sind in nur fünf Gehminuten erreichbar. In etwa zehn Minuten erreicht man zudem Obi, Edeka, MediaMarkt, Fressnapf, Bäckereien, Apotheken und viele weitere Geschäfte.Wir lieben diese Wohnung und die Nachbarschaft sehr und geben sie nur schweren Herzens auf. Allerdings benötigen wir mehr Platz, da wir beide nun in Vollzeit arbeiten und viel im Homeoffice sind.","Prenzlauer Berg,Berlin(10119)",9.477272727272727,10.53030303030303,Günstig
950.0,75.0,3.0,Charlottenburg-Wilmersdorf,1,"TAUSCHWOHNUNG Tolle Lage, Toller Preis, Tolle Größe

Es handelt es sich hierbei um ein Tauschangebot. (Anbieter-ID: 341987)Ich biete meine helle und zentral gelegene Wohnung in Charlottenburg, Westberlin, zur Miete an.Die Wohnung ist nach Süden ausgerichtet und erhält den ganzen Tag über Sonnenlicht, was eine warme und einladende Atmosphäre schafft. Sie befindet sich in einer der lebendigsten und praktischsten Gegenden Berlins - nur 5 Gehminuten vom Ku'damm, KaDeWe und der Kantstraße entfernt. Die Anbindung an den öffentlichen Nahverkehr ist ausgezeichnet: Die U-Bahn-Station Augsburger Straße ist nur 200 Meter entfernt, die U-Bahn Wittenbergplatz erreicht man in 5 Minuten zu Fuß, und der S-Bahnhof Zoologischer Garten ist in etwa 10 Minuten erreichbar. Auch Schöneberg ist fußläufig erreichbar.Die Wohnung besteht aus zwei großen Zimmern und einem kleineren Raum und eignet sich ideal für ein Paar oder eine kleine Familie. Sie verfügt über Laminatboden und eine gut ausgestattete Küche mit Kühlschrank, Einbauofen, Geschirrspüler und Arbeitsplatte. Zusätzlich gibt es ein Kellerabteil im Untergeschoss. Die Wohnung ist ruhig und vermittelt ein sicheres Gefühl - tagsüber ebenso wie abends.Alle Dinge des täglichen Bedarfs sind in unmittelbarer Nähe - Supermärkte, Cafés und Spätis sind in 3-5 Minuten zu Fuß erreichbar. Haustiere sind erlaubt, und es gibt mehrere Parks in Laufnähe - perfekt für Hundebesitzer. Das Gebäude verfügt außerdem über einen eigenen Innenhof mit einer kleinen Grünfläche und einem Spielplatz.Bei Interesse können Sie mich gerne per E-Mail kontaktieren.","Wilmersdorf,Berlin(10789)",12.666666666666666,12.666666666666666,Günstig
1500.0,68.0,2.0,Mitte,2,"ab November - zeitlich befristet, hochwertig möbliert, hell, ruhig, Süd-Balkon: 2-Zi.-Neubau-Wohnung

Nur 200 Meter vom Checkpoint Charlie, 300 Meter von der Friedrichstrasse und 400 m vom Gendarmenmarkt entfernt, in der historischen Mitte Berlins - in dieser Lage ist es selbstverständlich, dass eine große Anzahl von Einkaufsmöglichkeiten, Restaurants, Cafes und Bars sowie U-Bahn (U6), Bus und Tram in nur wenigen Gehminuten erreichbar sind.Hier befindet sich im 3. Obergeschoss, natürlich mit Aufzug, diese helle, ruhige und große Wohnung mit einer Wohnfläche von ca. 68 m². Sie wurde mit sehr viel Liebe individuell und hochwertig ausgestattet, um Ihnen nach einem arbeitsreichen Tag Entspannung in einem besonderen Ambiente zu bieten.Die Wohnräume und Dielen sind mit hochwertigen Parkett ausgestattet, Badezimmer und die offene Küche sind hell gefliest.Das geräumige Schlafzimmer ist mit einem bequemen neuen Boxspringbett von 1,82 m Breite / 2,11 m Länge und einem Kleiderschrank ausgestattet. Hier befindet sich auch ein Balkon mit Blick zum sehr ruhigen Innenhof. Diesen können Sie ungestört geniessen, wenn die umliegenden Büros geschlossen sind.Das große Wohnzimmer mit seinen grossen Fenstern ist ausgestattet mit einem Zweisitzer-Sofa, welches zur Schlafcouch für zwei Personen verwandelbar ist, zudem mit einem Sessel, einem großen TV-Gerät mit Kabelanschluss (Kabel Deutschland) sowie einem großen Esstisch mit bequemen Sesseln.Das zeitlos chice Bad ist hell gefliest, Wanne mit Duschwand ist vorhanden.Die komfortable große Küche ist dem aktuellen Trend folgend offen gestaltet und mit einer Einbauküche (Herd, Ofen, Kühlschrank, Spülmaschine (neu!), Waschmaschine (neu!) sowie einer Abstellkammer ausgestattet. Nicht nur Geschirr und Töpfe sind vorhanden, sondern auch Kaffeemaschine (Kapsel), Wasserkocher und Toaster.Diese Küche ist geeignet einem ambitionierten Hobbykoch gerecht zu werden.Handtücher und Bettwäsche für Sie bereits vorhanden.Zur Wohnung gehört ein Kellerabteil.Der Energieausweis liegt bei Besichtigung vor.Zum Schluss noch ein paar Zahlen:Die Mietzeit ist auf 1 Jahr befristet.Brutto-Warm 1.800 €inkl. Vorauszahlungen für Betriebskosten, Heizung, Warmwasser,Die Endreinigung der Wohnung kostet einmalig 250 Euro.Die Kaution beträgt 4500 Euro.Wichtig: Dies ist eine Nichtraucher-Wohnung,Wir bitten um Nachweis einer Haftpflichtversicherung bei Vertragsabschluss.- Mietdauer: Vermietung zum vorübergehenden Gebrauchmindestens 6 Monate, ideal 12 Monate (Verlängerung möglich)- vollständig möbliert- Mietbeginn 1. November 2025- ideal für 1 Person, höchstens 1 Paar geeignet","Mitte,Berlin Mitte(10117)",22.058823529411764,20.053475935828875,Fair
740.0,75.0,2.0,Pankow,0,"Wohnungsswap - Dunckerstraße

Bei dieser wunderschönen Altbauwohnung im Hinterhof in perfekter Lage findest du dein Prenzlauerberg Glück. Die Wohnung ist super geschnitten und hat zwei sehr große Zimmer mit vielen Fenstern, in einem Zimmer ist Wohnzimmer und offene Küche vereint. Jedes Zimmer hat für den Altbau typische hohe Decken und Dielenboden. Neben den beiden Zimmern gibt es eine kleine Abstellkammer, sowie ein geräumiges gefliestes Bad mit Badewanne und Fester.Die Zimmer sind über Glastüren verbunden, wodurch die ganze Wohnung lichtdurchflutet wird. Durch die beiden großen Zimmer hat die Wohnung einen Loft-Charakter. In der Wohnung ist es sehr ruhig, und man hört keinerlei Straßengeräusche durch die Lage im zweiten Hinterhof. Beide Hinterhöfe sind geschmückt durch Bäume, wodurch der Ausblick sehr grün ist.Die Lage der Wohnung ist absolut perfekt. In der Straße befinden sich die angesagtesten Cafés des Viertels und jede Menge fantastische Restaurants. Verlässt du die Haustür bist du im absoluten Szeneviertel.WichtigDiese Wohnung wird derzeit bei Wohnungsswap als Tauschobjekt angeboten, eignet sich also nur für diejenigen, die im Gegenzug eine eigene passende Wohnung für den Tausch haben.Es ist kostenlos, ihr Konto zu registrieren und diese bestimme Wohnung oder Hunderte andere Wohnungen bei uns zu finden.","Prenzlauer Berg,Berlin(10437)",9.866666666666667,10.962962962962964,Günstig
1458.0,57.1,2.0,Treptow-Köpenick,0,"! Neubau - EG Hochparterre Wohnung mit großzügiger Terrasse !

Hier angeboten wird eine EG-Neubauwohnung in einem Haus mit 4 Wohnungen.Hinweis für Anleger, Sie unterliegen hier keinen Mietpreisbegrenzungen. Sie dürfen das nehmen was der Markt/Interessent bereit ist zu zahlen.Ein Ort, um im Grünen bewusst zu Leben und um die Ecke zu arbeiten.Auf dem Grundstück sind 10 Wohnungen - in 3 Häusern, in einem originellen grünem Hof-Ensemble in Berlin - Altglienicke entstanden.Ein revitalisierter Altbau mit 3 Wohnungen, ein Anbau an den Altbau mit 3 Wohnungen und ein Neubau mit 4 Wohnungen","Altglienicke,Berlin(12524)",25.53415061295972,28.371278458844134,Zu teuer
1755.0,81.1,3.0,Pankow,2,"IHR NEUES WOHLFÜHL-ZUHAUSE: Geräumige 3-Zimmer-Wohnung mit BALKON und EBK im Weißenseer Neubauquartier FREIRAUM

Virtueller Rundgang: https://my.matterport.com/show/?m=i9H49e3nuKUGeben Sie sich den FREIRAUM, den Sie brauchen und entdecken Sie Ihr neues Zuhause in Weißensee.Bis Oktober diesen Jahres entsteht in der Falkenberger Straße ein modernes Neubauquartier aus drei Mehrfamilienhäusern, die insgesamt 39 Wohneinheiten beherbergen. Die 2-4-Zimmer-Wohnungen des Wohnensembles bieten Liebhabern anspruchsvoller Architektur auf Wohnflächen von 54 m² bis circa 104 m² flexible und großzügige Grundrisse, in denen Komfort mit hochwertigen Einbauküchen, Balkonen oder (Dach)terrassen sowie modernen Bädern großgeschrieben wird.Viel Raum zur freien Gestaltung sowie zum Wohlfühlen bietet Ihnen diese großflächige 3-Zimmer-Wohnung des Wohnquartiers. Gelegen in der ersten Etage in einem der attraktiven Wohnhäuser, verteilen sich auf einer großzügigen Wohnfläche von circa 81 m² ein Wohn- und Esszimmer mit offenem Küchenbereich, zwei Schlafzimmer sowie ein Badezimmer und ein Hauswirtschaftsraum.Mittelpunkt des modernen Mietobjekts ist das offen gestaltete Wohn- und Esszimmer, das zur rechten Seite des Flures gelegen ist. Große, teils bodentiefe Fenster erfüllen den Wohnraum mit viel Helligkeit und schaffen einen lichtdurchfluteten Raum zum Relaxen und Beisammensein. Für das kulinarische Wohl findet sich in einer Ecke des Raumes eine hochwertige Einbauküche mit allen notwendigen Elektronikgeräten. An den warmen Tagen des Jahres können die zubereiteten Köstlichkeiten wahlweise auch auf dem großen Balkon eingenommen werden, der vom Wohnbereich aus erreicht wird und in den Sommermonaten eine wundervolle Erweiterung des vorhandenen Wohnraumes darstellt.Einen wundervollen Platz zum Schlafen, zum Arbeiten oder für eine individuell anderweitige Nutzung bieten die beiden Schlafzimmer der Wohnung. Wie auch in den übrigen Räumlichkeiten der Immobilie wurde auf der Bodenfläche der Schlafzimmer ein schöner Designboden in einer hellen Holzoptik verlegt.Für wohlig warme Füße beim morgendlichen Gang zum Bad sorgt eine Fußbodenheizung. Hier strahlen großflächige weiße Fliesen an Wänden und Boden ein modernes und gleichsam zeitloses Ambiente aus. Bestückt mit einer Walk-In-Dusche, einem WC, einem Waschbecken sowie einem Handtuchheizkörper, finden sich in dem Bad hochwertige Sanitäranlagen für angenehme Wellness-Momente. Einen Platz für Ihre Waschmaschine sowie zusätzlichen Stauraum, der für Ordnung sorgt, gibt es in einem separaten Hauswirtschaftsraum.Bei Anmietung der Immobilie steht Ihnen ein eigenes Kellerabteil zur Verfügung. Zusätzlich kann ein PKW-Tiefgaragenstellplatz angemietet werden.Sie möchten das Objekt besichtigen? Dann senden Sie uns gerne eine Nachricht über das entsprechende Kontaktformular. Wir freuen uns auf Ihre Anfrage!","Falkenberger Straße 145b,Weißensee,Berlin(13088)",21.639950678175094,19.67268243470463,Fair
